id,user_name,latitude,longitude,scientific_name,common_name,field:dieback percent,field:optional - signs of sap sucker feeding?,field:optional - what 'other factors' were observed?,field:tree health condition,field:tree number,field:tree diameter,field:tree canopy symptoms - wrc - simplified,field:most prevalent understory species,field:are baby redcedar trees present within sight?
267086116,,47.3133666083,-122.5394570582,Thuja plicata,western redcedar,0,No,No selection,Good,624,15.7,Healthy,"Sword fern, evergreen huckleberry",No
267086556,,47.3136514947,-122.5393858417,Thuja plicata,western redcedar,0,No,No selection,Good,912,41.8,Healthy,Salal and Huckelberry (evergreen),No
267086646,,47.313386137,-122.5394076015,Thuja plicata,western redcedar,0,No Selection,Other (please describe in Notes),Good,631,15.2,Healthy,Ferns,No Selection
267087166,,47.3138010831,-122.5399228549,Thuja plicata,western redcedar,0,No,No selection,Good,303,18.9,Healthy,Evergreen huckleberry and sword fern,No
267088620,,47.3137804063,-122.5398686421,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,497,45,Healthy,Sword ferns,No
267089237,Ray Lepore,47.3142984357,-122.5406798953,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,496,54.4,Other (please describe in Notes),"Huckleberry, sword ferns, Oregon grape",No
267089350,,47.3140963826,-122.5405425706,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,726,42.7,Healthy,"Sword ferns, salal, huckleberry",No
267089914,,47.3141070258,-122.5404819553,Thuja plicata,western redcedar,0,No,No selection,Good,632,25.3,Healthy,Sword fern,No
267090382,,47.3135318137,-122.5404393458,Thuja plicata,western redcedar,0,No,No selection,Good,914,50.8,Healthy,Salal and huckleberry,No
267090825,,47.3140934383,-122.5401919042,Thuja plicata,western redcedar,0,No,No selection,Good,928,46.6,Healthy,Evergreen Huckelberry and ferns,No
267090899,,47.3139813521,-122.5409242189,Thuja plicata,western redcedar,0,No,No selection,Good,633,25.3,Healthy,Huckleberry,No
267091770,,47.3142411625,-122.5407512136,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,304,58.6,Healthy,"Sword ferns, evergreen huckleberry, Oregon grape",No
267091952,,47.3145441958,-122.5416428251,Thuja plicata,western redcedar,3,No,No selection,Good,634,11.5,Healthy,Sala,No
267092704,Ray Lepore,47.3148361695,-122.5422413599,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,306,33.6,Healthy,"Huckleberry, sword ferns",No
267092807,,47.3146214124,-122.5414732829,Thuja plicata,western redcedar,"",No,Other (please describe in Notes),Good,500,39.8,Healthy,"evergreen huckleberry, sword ferns",No
267094525,,47.3144921684,-122.5416508607,Thuja plicata,western redcedar,0,No,No selection,Good,727,9.2,Healthy,Huckleberry,No
267094861,,47.3151096815,-122.5425316036,Thuja plicata,western redcedar,0,No,No selection,Good,930,26.5,Healthy,Oregon Grape,No
267099608,,47.3149159397,-122.542173998,Thuja plicata,western redcedar,0,No,No selection,Good,305,27.8,Healthy,"sword ferns, huckleberry, salal",No
267103943,Ray Lepore,47.3150532307,-122.542262453,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,305A,"",Other (please describe in Notes),"Huckleberry, salal",No
267104456,Ray Lepore,47.315174222,-122.5425804581,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,728,8.2,Other (please describe in Notes),Huckleberry,No
267108635,,47.3054267591,-122.5164264567,Thuja plicata,western redcedar,0,No,No selection,Good,931,35.4,Healthy,None,No
267109626,Ray Lepore,47.3054768567,-122.5164351622,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,932,23.2,Healthy,None,No Selection
267109703,Ray Lepore,47.3053032348,-122.5164667767,Thuja plicata,western redcedar,0,Yes,No selection,Good,934,39.2,Healthy,None,No
267130687,,47.3053328838,-122.5163848379,Thuja plicata,western redcedar,0,No,No selection,Good,933,31.3,Healthy,None,No
267239325,,47.3145305436,-122.5415806199,Thuja plicata,western redcedar,0,No,No selection,Good,499,14.4,Healthy,"Evergreen huckleberry, sword fern",No
267239332,,47.3149188633,-122.5423629417,Thuja plicata,western redcedar,0,No,"Inner stem decay (rot, hollow center, etc.)",Good,929,58.5,Healthy,Salal; evergreen huckleberry,No
269502880,,47.3094692953,-122.5335204002,Thuja plicata,western redcedar,0,No,No selection,Good,941,27.4,Healthy,"",No
269503005,Kate Oliver,47.3097276765,-122.5337292221,Thuja plicata,western redcedar,0,No,No selection,Good,942,20.4,Healthy,"Salal, Huckleberry",No
269503404,,47.3100462342,-122.5336096245,Thuja plicata,western redcedar,5,No,No selection,Fair,731,18.3,Healthy,Sala and huckleberry,No
269503511,,47.3097672072,-122.533616004,Thuja plicata,western redcedar,0,No,No selection,Good,943,19.8,Healthy,Salal,No
269503829,Kate Oliver,47.3097539482,-122.5336515403,Thuja plicata,western redcedar,0,No,No selection,Good,944,18.6,Thinning Canopy,Evergreen Huckleberry,No Selection
269503978,,47.3098306922,-122.5336177873,Thuja plicata,western redcedar,0,No,No selection,Good,945,14.0,Healthy,"Salal, evergreen huckleberry",No
269506002,,47.3097812279,-122.5336934049,Thuja plicata,western redcedar,0,No,No selection,Good,637,20.2,Healthy,"Evergreen huckleberry, Oregon grape",No
269508094,,47.3104689063,-122.5357508248,Thuja plicata,western redcedar,5,No,"Insect damage on trunk (holes, frass, galleries, etc.)",Good,732,43.8,Healthy,Sala and huckleberry,No
269508996,,47.3098820337,-122.5365781353,Thuja plicata,western redcedar,0,No,No selection,Good,638,25.2,Healthy,"Evergreen huckleberry, Oregon grape",No
269509533,Kate Oliver,47.3099412632,-122.536635956,Thuja plicata,western redcedar,0,No Selection,No selection,Fair,733,41.7,Healthy,Salal and huckleberry,No Selection
269510183,Ray Lepore,47.3094780488,-122.5367787817,Thuja plicata,western redcedar,0,No,No selection,Good,735,21.4,Other (please describe in Notes),Salal,No
269511307,,47.3094174051,-122.536589168,Thuja plicata,western redcedar,3,No,No selection,Good,734,11.8,Healthy,Sala,No
269512057,,47.3094702065,-122.5367761395,Thuja plicata,western redcedar,0,No,No selection,Good,641,32.4,Healthy,Huckleberry,No
269512639,,47.3093882119,-122.5371047006,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,947,35.3,Healthy,evergreen huckleberry,No
269512868,,47.309546876,-122.5364358363,Thuja plicata,western redcedar,0,No,No selection,Good,946,21.7,Healthy,Evergreen Huckelberry,No
269513185,,47.3092366103,-122.5370672231,Thuja plicata,western redcedar,0,No,No selection,Good,948,34.5,Healthy,None,No
269514162,,47.3089509269,-122.5365349332,Thuja plicata,western redcedar,0,No,No selection,Good,642,32.9,Healthy,Huckleberry,No
269514264,,47.3092018268,-122.5367915243,Thuja plicata,western redcedar,0,No,No selection,Good,949,29.7,Healthy,Ferns,No
269515290,,47.3092714654,-122.5368871237,Thuja plicata,western redcedar,3,No,No selection,Good,737,14.1,Healthy,Huckleberry,No
269515345,,47.3088516762,-122.5367327566,Thuja plicata,western redcedar,0,No,No selection,Good,950,22.2,Healthy,Salal,No
269515351,Ray Lepore,47.3090586964,-122.536614428,Thuja plicata,western redcedar,0,No,No selection,Good,799,8.6,Healthy,None,No
269515407,,47.3087073205,-122.5363216984,Thuja plicata,western redcedar,0,No,No selection,Good,644,14.5,Healthy,None,No
269519010,Kate Oliver,47.3093622418,-122.5367228907,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,736,10.05,Healthy,Huckleberry,No Selection
269520172,,47.3085814078,-122.5362875029,Thuja plicata,western redcedar,0,No,No selection,Good,951,12.7,Healthy,Huckelberry,No
269521638,,47.3086386047,-122.536353662,Thuja plicata,western redcedar,0,No,No selection,Good,633,7.1,Healthy,Salal,No
269524364,,47.3090911645,-122.5371847084,Thuja plicata,western redcedar,3,No,No selection,Good,438,41.3,Healthy,Sala,No
269532828,,47.3097213732,-122.5366103009,Thuja plicata,western redcedar,0,No,"Inner stem decay (rot, hollow center, etc.)",Good,639,25.2,Healthy,"Evergreen huckleberry, salal",No
269532859,,47.309451539,-122.5365009608,Thuja plicata,western redcedar,0,No,No selection,Good,640,13.4,Healthy,Evergreen huckleberry,No
269810702,,47.3086838704,-122.5366386516,Thuja plicata,western redcedar,3,No,No selection,Good,739,33.5,Healthy,Sala,No
271275823,Ray Lepore,47.3093473149,-122.5339435481,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,952,14.2,Healthy,None,Yes
271276456,,47.3093530967,-122.5341865354,Thuja plicata,western redcedar,0,No,No selection,Good,999,20.9,Healthy,Evergreen Huckelberry,No
271276860,,47.3094928904,-122.533693189,Thuja plicata,western redcedar,10,No,No selection,Fair,740,32,Thinning Canopy,Sala,No
271280151,,47.3095410954,-122.5340167599,Thuja plicata,western redcedar,0,No,No selection,Good,997,31,Healthy,Evergreen Huckelberry and Salal,No
271281194,,47.3094912098,-122.5340351941,Thuja plicata,western redcedar,0,No,No selection,Good,645,13,Healthy,Huckleberry,No
271282365,,47.3082295777,-122.5347022675,Thuja plicata,western redcedar,0,No,No selection,Good,996,41.5,Healthy,Evergreen Huckelberry,No
271282812,Ray Lepore,47.3092847731,-122.5341902858,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,998,20.3,Other (please describe in Notes),None,No
271282862,,47.3079920235,-122.535364703,Thuja plicata,western redcedar,3,No,No selection,Good,741,38.1,Healthy,Sala,No
271282962,,47.3093720831,-122.5339284463,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,307,19.6,Thinning Canopy,Evergreen huckleberry and salal,No
271283391,,47.3095370541,-122.5340653793,Thuja plicata,western redcedar,0,No,No selection,Good,647,9.7,Healthy,Huckleberry,No
271283737,,47.3079703661,-122.5348499088,Thuja plicata,western redcedar,0,No,No selection,Good,648,14.6,Healthy,None,No
271284003,Ray Lepore,47.3079828862,-122.5350110312,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,742,17.2,Thinning Canopy,Sword fern,No
271284584,,47.3081542049,-122.5351734228,Thuja plicata,western redcedar,0,No,No selection,Good,995,20.5,Healthy,None prevalent,No
271284972,,47.3078109945,-122.5353487672,Thuja plicata,western redcedar,10,No,Other (please describe in Notes),Fair,743,17.6,Healthy,Sala and sword fern,No
271285799,,47.3080295805,-122.5347763786,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,308,26.8,Thinning Canopy,Red huckleberry and Oregon grape,No
271286711,,47.3093938994,-122.5341232773,Thuja plicata,western redcedar,0,No,No selection,Good,646,24.7,Healthy,Huckleberry,Yes
271287345,,47.3079091955,-122.5351632528,Thuja plicata,western redcedar,0,No,No selection,Good,309,37.2,Healthy,Western starflower,No
271288213,,47.3078167435,-122.5355608661,Thuja plicata,western redcedar,0,No,No selection,Good,745,19.9,Healthy,None,No
271288301,Ray Lepore,47.3079311767,-122.5351598564,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,650,8.7,Thinning Canopy,"Sword fern, huckleberry",No
271288792,,47.3079109099,-122.5352029776,Thuja plicata,western redcedar,0,No,No selection,Good,649,27.2,Healthy,Fern and Oregon grape,No
271289125,,47.307911421,-122.5351918751,Thuja plicata,western redcedar,0,No,No selection,Good,651,30.1,Healthy,Fern,No
271289132,Ray Lepore,47.3077132097,-122.5354367865,Thuja plicata,western redcedar,0,No,"Insect damage on trunk (holes, frass, galleries, etc.)",Fair,310,36.8,Other (please describe in Notes),None,No
271289368,,47.307676392,-122.5351647839,Thuja plicata,western redcedar,0,Yes,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Poor,652,16.9,Thinning Canopy,Fern,No
271289877,Ray Lepore,47.3079314583,-122.5353966648,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,311,8.2,Healthy,None,No
271289947,Ray Lepore,47.3076328767,-122.5354427134,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,744,16.6,Healthy,None,Yes
271290420,,47.3078685403,-122.535661941,Thuja plicata,western redcedar,0,No,No selection,Fair,747,7,Thinning Canopy,None,No
271291093,,47.3077663369,-122.5350437127,Thuja plicata,western redcedar,0,No,No selection,Good,994,24.8,Healthy,None,No
271291686,,47.3078757386,-122.5356704833,Thuja plicata,western redcedar,0,No,No selection,Good,312,36.9,Healthy,"Sword fern, salal, western starflower",No
271291869,,47.3076628181,-122.5351768534,Thuja plicata,western redcedar,0,No,No selection,Good,653,14.5,Healthy,Salal,No
271292115,,47.3076332646,-122.5351462752,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,993,20.7,Healthy,Ferns,No
271292282,,47.3076171963,-122.5352624263,Thuja plicata,western redcedar,0,No,No selection,Good,652,32.8,Healthy,Huckleberry and fern,No
271292696,,47.307700699,-122.5358294121,Thuja plicata,western redcedar,0,No,No selection,Good,655,26.2,Healthy,Huckleberry and Salal.,No
271292881,Ray Lepore,47.3077256285,-122.5355387179,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,746,7.1,Healthy,Huckleberry,No
271293430,,47.3075089684,-122.5352758636,Thuja plicata,western redcedar,10,No,No selection,Fair,749,8.2,Thinning Canopy,None,No
271293440,,47.3076217705,-122.5353699217,Thuja plicata,western redcedar,0,No,No selection,Good,656,13.5,Healthy,Fern Salal,Yes
271294879,Ray Lepore,47.30773206,-122.5357688764,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,315,7.1,Thinning Canopy,Starflowers,No
271294971,,47.307425454,-122.5349468505,Thuja plicata,western redcedar,0,No,No selection,Fair,750,40,Thinning Canopy,None,No
271312893,,47.3077094533,-122.5353429731,Thuja plicata,western redcedar,0,No,No selection,Good,992,7.8,Healthy,"Huckelberry, Salal , ferns",No
271312988,,47.3076678621,-122.5357210548,Thuja plicata,western redcedar,0,No,No selection,Good,316,25,Healthy,None,No
271313147,,47.3076359451,-122.5357313136,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Fair,991,17.1,Healthy,None,No
271313308,,47.3074049268,-122.5350706009,Thuja plicata,western redcedar,0,No,No selection,Good,990,37,Healthy,"Huckelberry, ferns, star flowers",No
271317314,Ray Lepore,47.3076134094,-122.535566115,Thuja plicata,western redcedar,0,No,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Fair,748,10,Healthy,None,No
271317424,Ray Lepore,47.3075427903,-122.5353635081,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,317,41,Healthy,"Salal, huckleberry, holly",No
271322153,,47.3077838786,-122.5356620711,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Good,313,10.2,Other (please describe in Notes),"Sword fern, Oregon grape, western starflower, and salal",No
271322267,,47.3076245876,-122.5358212594,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,314,27.8,Thinning Canopy,Evergreen huckleberry and Oregon grape,Yes
271330465,Ray Lepore,47.3073271524,-122.5352548363,Thuja plicata,western redcedar,0,No,No selection,Good,319,13.3,Healthy,"Sword fern, holly, starflower",No
271346340,,47.3074761737,-122.5352845669,Thuja plicata,western redcedar,0,No,No selection,Good,657,6.7,Healthy,Ground cover?,No
272512571,,47.3116088116,-122.5364206892,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,989,48.1,Healthy,", salal, evergreen huckleberry, sword ferns, downed limbs, smaller trees",No
272513249,,47.3118832506,-122.5369967104,Thuja plicata,western redcedar,"",No,No selection,Good,752,20.7,Healthy,"",No
272514085,,47.3119776246,-122.5367047159,Thuja plicata,western redcedar,0,No,No selection,Good,320,42.1,Healthy,"Bracken fern, salal, western starflower, and evergreen huckleberry",No
272514790,,47.3121860045,-122.537071323,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Fair,988,43.8,Healthy,"Salal , ferns",No
272515499,,47.3121504967,-122.5373088992,Thuja plicata,western redcedar,0,Yes,No selection,Fair,318,46.9,Healthy,"Oregon grape, evergreen huckleberry, bracken fern",No
272517822,,47.3121142765,-122.5375444256,Thuja plicata,western redcedar,"",No,No selection,Good,753,13.4,Healthy,Sword Fern,No
272518446,Ray Lepore,47.3117361531,-122.5366418402,Thuja plicata,western redcedar,0,No,No selection,Good,751,23.8,Other (please describe in Notes),"Salal, Bracken Ferns, Oregon Grape",No
272519131,Ray Lepore,47.312125658,-122.5378676438,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,754A,"",Thinning Canopy,None,No
272520027,,47.3121500316,-122.5376991892,Thuja plicata,western redcedar,0,No,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,987,33.8,Healthy,Evergreen Huckelberry and ferns,No
272522113,,47.3120394634,-122.5381462236,Thuja plicata,western redcedar,0,No,No selection,Good,986,24,Healthy,"Huckelberry, Salal , fern",No
272522388,,47.3121086112,-122.5383012183,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,322,23,Healthy,Evergreen huckleberry and western starflower,No
272522665,,47.3122540546,-122.5379358936,Thuja plicata,western redcedar,5,No,No selection,Good,754,15.3,Healthy,None,No
272522754,,47.3125432593,-122.5383422829,Thuja plicata,western redcedar,0,No,No selection,Good,755,31,Healthy,"Oregon grape, evergreen huckleberry",No
272523303,,47.3121585242,-122.5380918611,Thuja plicata,western redcedar,25,No,Other (please describe in Notes),Poor,756,7.4,Other (please describe in Notes),Sword Fern,No
272525003,,47.3121024547,-122.5383879285,Thuja plicata,western redcedar,0,No,No selection,Good,985,6.7,Healthy,"Fern, western star flower",No
272527857,,47.3120841312,-122.5384859777,Thuja plicata,western redcedar,0,No,No selection,Good,323,19.2,Healthy,Evergreen huckleberry and western starflower,No
272528936,,47.3122321224,-122.5383672551,Thuja plicata,western redcedar,5,No,No selection,Good,759,27.7,Healthy,Salal,No
272544592,,47.3120313881,-122.5386704887,Thuja plicata,western redcedar,0,No,No selection,Good,984,22.6,Healthy,"Western Star flowers, Salal",No
272556556,,47.3121490035,-122.5385990181,Thuja plicata,western redcedar,"",No,No selection,Good,758,26.5,Healthy,"Evergreen huckleberry, sword fern",No
272556662,,47.3119816128,-122.5387595253,Thuja plicata,western redcedar,"",No,No selection,Good,325,24.3,Healthy,"Oregon grape, evergreen huckleberry",No
272556959,Ray Lepore,47.3120694699,-122.5379035659,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),No selection,754B,"",Other (please describe in Notes),Evergreen huckleberry,No
272557050,Ray Lepore,47.3121826751,-122.5383005305,Thuja plicata,western redcedar,"",No,No selection,Good,757,12.6,Healthy,Evergreen huckleberry,No
272557127,Ray Lepore,47.3126761031,-122.5382765219,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Poor,324,46.4,Other (please describe in Notes),"Evergreen huckleberry, Oregon grape",No
272557557,,47.3117977791,-122.5388128066,Thuja plicata,western redcedar,0,No,No selection,Good,327,22.8,Healthy,"Salal, evergreen huckleberry, and bracken fern",No
272563468,Ray Lepore,47.3118893808,-122.5387281188,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,326,24.2,Thinning Canopy,None,No
272603215,,47.3120506172,-122.5387499188,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,761,17.7,Other (please describe in Notes),Salal,No
273440938,Ray Lepore,47.3152120288,-122.5430292142,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,329,26.8,Thinning Canopy,"Evergreen huckleberry, sword fern, salal",No
273453395,Kate Oliver,47.3152368513,-122.5430412594,Thuja plicata,western redcedar,0,No Selection,No selection,Good,328,46.1,Healthy,Salal and Evergreen Huckleberry,No Selection
277113030,,47.3103695117,-122.5338764233,Thuja plicata,western redcedar,0,No,No selection,Good,331,21.5,Healthy,Evergreen huckleberry,No
277113418,Ray Lepore,47.3103174831,-122.5338164147,Thuja plicata,western redcedar,0,No,No selection,Good,330,17.8,Healthy,Evergreen huckleberry,No
277113541,Kate Oliver,47.3100905906,-122.5338007036,Thuja plicata,western redcedar,0,No Selection,No selection,Good,658,41.8,Healthy,Huckleberry and Salal,No Selection
277113586,,47.3103257779,-122.5336332098,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,762,9.5,Healthy,Huckleberry,No
277118690,Kate Oliver,47.3104633846,-122.5343406192,Thuja plicata,western redcedar,0,No Selection,No selection,Fair,332,18.3,Thinning Canopy,Salal and huckleberry,No Selection
277123967,,47.3105276782,-122.5340329603,Thuja plicata,western redcedar,0,No,No selection,Good,764,10.9,Healthy,Sala and huckleberry,No
277125120,Ray Lepore,47.3104332484,-122.5337429319,Thuja plicata,western redcedar,0,No,No selection,Good,763,11,Healthy,Evergreen huckleberry,No
277126949,,47.3125545817,-122.5384074184,Thuja plicata,western redcedar,0,No,No selection,Good,760,41.9,Healthy,Huckleberry,No
277129405,,47.3099740216,-122.5336766329,Thuja plicata,western redcedar,20,No Selection,No selection,Poor,658A,0,Healthy,Not known,Not Sure
277134948,Kate Oliver,47.3154066764,-122.54320186,Thuja plicata,western redcedar,0,No Selection,No selection,Good,334,29,Healthy,"Huckleberry, Star flower, salal, possible baby cedar behind main tree",No Selection
277136417,,47.3152971802,-122.5431216588,Thuja plicata,western redcedar,"",No,No selection,Good,765,38.7,Healthy,Sala and huckleberry,Yes
277136688,,47.3104695411,-122.5339744403,Thuja plicata,western redcedar,10,No,Multiple factors (please describe in Notes),Poor,763A,"",Dead Top,Salal and evergreen huckleberry,No
277137663,,47.3123079974,-122.5389794346,Thuja plicata,western redcedar,0,No,No selection,Good,659,34.2,Healthy,Salal,No
277138771,Ray Lepore,47.3157375549,-122.5435591102,Thuja plicata,western redcedar,0,No,No selection,Good,766,8.6,Healthy,Evergreen huckleberry,No
277141648,,47.3158488031,-122.5441950156,Thuja plicata,western redcedar,"",No,No selection,Good,768,28.7,Healthy,Huckleberry,No
277143384,,47.3153082373,-122.543067641,Thuja plicata,western redcedar,"",No,No selection,Good,660,31.2,Healthy,Salal,Yes
277144021,,47.3159368576,-122.5439731862,Thuja plicata,western redcedar,0,No,No selection,Good,336,44,Healthy,"Salal, evergreen huckleberry, Oregon grape, and western starflower",No
277144879,,47.3160314081,-122.5438746098,Thuja plicata,western redcedar,0,No,"Inner stem decay (rot, hollow center, etc.)",Good,661,27.5,Healthy,Huckleberry,No
277148768,,47.3161233909,-122.5445182111,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,662,40,Healthy,Nettles,No Selection
277148884,,47.3161562644,-122.5443409467,Thuja plicata,western redcedar,0,No,No selection,Good,337A,0,Healthy,Huckleberry,No
277149660,,47.3156830724,-122.543593507,Thuja plicata,western redcedar,0,No,No selection,Good,335,9.2,Healthy,Sword fern and bracken fern,No
277149956,,47.3159897917,-122.5445097281,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,337,30.8,Healthy,"Salal, evergreen huckleberry, and sword fern",No
277152045,,47.3169351224,-122.5467613755,Thuja plicata,western redcedar,0,No,No selection,Good,663,20.7,Healthy,Huckleberry,No
277174395,Ray Lepore,47.315736468,-122.5440112873,Thuja plicata,western redcedar,0,No,No selection,Fair,333,48.7,Thinning Canopy,"Sword ferns, evergreen huckleberry, horse chestnut sapling",No
277174554,Ray Lepore,47.3160462828,-122.5446297128,Thuja plicata,western redcedar,0,No,No selection,Good,767,26.4,Healthy,Sword fern,No
277174709,Ray Lepore,47.3161453565,-122.5447193201,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),No selection,767A,"",Healthy,"Evergreen huckleberry, salal, sword ferns",No
277176984,,47.3168501379,-122.5466026904,Thuja plicata,western redcedar,0,No,No selection,Good,338,25.9,Healthy,"sword fern, pacific sanicle, and American trail plant",No
277418418,,47.3028608831,-122.5280610939,Thuja plicata,western redcedar,0,No,No selection,Good,203,29,Healthy,Brackenfern,No
277448271,,47.3022525665,-122.5265178179,Thuja plicata,western redcedar,3,No,No selection,Fair,808,17.2,Healthy,Brackenfern,No
278511990,,47.3098083372,-122.5367775481,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,340,6.3,Healthy,"salal, western starflower, Oregon grape, and sword fern",No
278518272,Ray Lepore,47.3101315232,-122.5375374662,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,342,"",Other (please describe in Notes),"Bracken fern, salal, evergreen huckleberry",No
278520988,,47.31006889,-122.5375267345,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,343,30.5,Healthy,"salal, western starflower, Oregon grape, mountain sweet Cicely, and trailing blackberry",Yes
278526943,Ray Lepore,47.3102937692,-122.537574358,Thuja plicata,western redcedar,0,No,No selection,Fair,344,33.5,Thinning Canopy,Bracken and sword ferns,Yes
278527671,,47.3101230713,-122.5376403615,Thuja plicata,western redcedar,0,No,No selection,Good,349,8.8,Healthy,"western starflower, Oregon grape, and bracken fern",No
278527954,,47.3101915852,-122.5377182788,Thuja plicata,western redcedar,0,No,No selection,Good,350,18.8,Healthy,Stinging nettle,No
278530203,,47.3099887823,-122.5378009859,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,356,31.3,Healthy,"salal, Oregon grape, and evergreen huckleberry",No
278540533,Ray Lepore,47.3103271142,-122.5375634802,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,351,9.5,Healthy,"Sword fern, evergreen huckleberry",No
278575664,Margaret Pratt,47.3099496682,-122.5370125474,Thuja plicata,western redcedar,"",No,Other (please describe in Notes),Good,339,6.8,Healthy,"salal, bracken fern; ocean spray next to it;",No
278575881,Margaret Pratt,47.3100894364,-122.5371659362,Thuja plicata,western redcedar,"",No,No selection,Good,341,29.6,Branch Dieback or 'Flagging',"moutain sweet cicely, sword fern, bracken fern, western star flower, evergreen huckleberry",No
278576101,Margaret Pratt,47.3099809233,-122.5374046417,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,348,21,Healthy,"sword fern, huckleberry, salal",No
278576209,,47.3140609926,-122.5385761307,Thuja plicata,western redcedar,0,No,No selection,Good,357,8.1,Healthy,"evergreen huckleberry, salal, and sword fern",No
278576643,Margaret Pratt,47.3102381231,-122.5375514882,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,347,38.3,Thinning Canopy,"sword fern, bracken fern, salal, evergreen huckleberry",No
278577159,Margaret Pratt,47.3102502068,-122.5377357277,Thuja plicata,western redcedar,0,No,No selection,Good,345,30.1,Healthy,sword fern,No
278577487,Margaret Pratt,47.3139969926,-122.5388878696,Thuja plicata,western redcedar,10,No,Other (please describe in Notes),Good,354,24.5,Healthy,sword fern,No
278578260,Margaret Pratt,47.31411976,-122.5389503629,Thuja plicata,western redcedar,0,No,No selection,Good,352,60.4,Healthy,"ferns, evergreen huckleberry, lots of vegetation",No
278601076,Ray Lepore,47.3141146476,-122.5386799611,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,346,6.3,Healthy,"Sword fern, evergreen huckleberry",No
278651300,Margaret Pratt,47.3144964085,-122.5389830687,Thuja plicata,western redcedar,0,No,No selection,Good,353,57.1,Branch Dieback or 'Flagging',"Lots of vegetation; evergreen huckleberry, oregon grape, sword fern, bracken fern, salal",Yes
279304255,,47.3146547445,-122.5384145456,Thuja plicata,western redcedar,0,No,No selection,Good,358,17.4,Healthy,"Sword ferns, Himalayan blackberry",No
279304924,,47.3143819692,-122.5385797845,Thuja plicata,western redcedar,0,No,No selection,Good,769,31,Healthy,Huckleberry and Salal,No
279305206,,47.3143815216,-122.5389236101,Thuja plicata,western redcedar,0,No,No selection,Fair,664,40.2,Thinning Canopy,"Holly, Huckleberry",No
279307373,,47.3145675052,-122.5387676153,Thuja plicata,western redcedar,0,No,No selection,Good,359,16.4,Healthy,"Sword fern, Himalayan blackberry, western star flower, bracken fern",No
279307756,,47.3149135983,-122.5383135211,Thuja plicata,western redcedar,0,No,No selection,Good,360,28.3,Healthy,"salal, evergreen huckleberry, sword fern, and bracken fern",Yes
279308659,Ray Lepore,47.315462492,-122.5380181994,Thuja plicata,western redcedar,0,No,No selection,Good,666,20.5,Healthy,"Evergreen huckleberry, sword ferns",No
